                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.6381,                  1.459,                  1.465,                0.73375,                0.58744,                0.67484,                0.34675,                 1.7283,                  1.668,                 1.6404,               0.008152,               0.008152,               0.008152
                     31,                 1.6274,                 1.4466,                 1.4584,                0.72767,                0.59316,                 0.6651,                0.34175,                 1.7263,                 1.6511,                 1.6441,               0.008086,               0.008086,               0.008086
                     32,                  1.609,                 1.4339,                 1.4543,                 0.7038,                0.60645,                0.67305,                0.35008,                 1.7105,                 1.6666,                 1.6254,                0.00802,                0.00802,                0.00802
                     33,                 1.6204,                 1.4345,                 1.4514,                0.71205,                0.60103,                0.67678,                0.35291,                 1.7075,                 1.6231,                 1.6075,               0.007954,               0.007954,               0.007954
                     34,                 1.6039,                 1.4227,                 1.4384,                 0.7092,                0.59153,                0.66966,                0.34715,                 1.6907,                  1.612,                 1.6168,               0.007888,               0.007888,               0.007888
                     35,                 1.6065,                 1.4238,                 1.4416,                0.71527,                0.61305,                0.68161,                0.35723,                 1.6874,                 1.6403,                 1.6141,               0.007822,               0.007822,               0.007822
                     36,                  1.605,                 1.4112,                 1.4388,                 0.7196,                0.60783,                0.68338,                0.35781,                 1.6966,                 1.6229,                 1.6131,               0.007756,               0.007756,               0.007756
                     37,                 1.5901,                   1.41,                  1.434,                0.71412,                0.61818,                0.68876,                0.36155,                 1.6815,                 1.5869,                 1.5877,                0.00769,                0.00769,                0.00769
                     38,                 1.5798,                  1.396,                  1.432,                0.72367,                0.60984,                 0.6861,                0.35902,                 1.6942,                 1.5753,                 1.6085,               0.007624,               0.007624,               0.007624
                     39,                 1.5779,                 1.3781,                 1.4209,                0.73444,                0.61012,                 0.6865,                 0.3567,                 1.7054,                 1.5959,                 1.6147,               0.007558,               0.007558,               0.007558
                     40,                 1.5842,                 1.3847,                 1.4299,                0.73145,                0.61189,                0.69584,                0.36578,                 1.6916,                 1.5771,                 1.6084,               0.007492,               0.007492,               0.007492
                     41,                 1.5779,                 1.3821,                 1.4245,                0.71947,                0.60672,                0.68682,                0.36257,                 1.6794,                 1.5933,                 1.6012,               0.007426,               0.007426,               0.007426
                     42,                 1.5813,                 1.3662,                 1.4207,                0.73201,                0.60771,                 0.6918,                0.36487,                 1.6734,                 1.5692,                 1.5739,                0.00736,                0.00736,                0.00736
                     43,                 1.5671,                  1.362,                 1.4155,                0.73124,                0.60486,                0.69383,                0.36711,                 1.6761,                 1.5932,                 1.5996,               0.007294,               0.007294,               0.007294
                     44,                 1.5674,                 1.3617,                 1.4144,                0.72124,                0.61695,                0.69536,                0.36563,                 1.6786,                 1.5835,                 1.5944,               0.007228,               0.007228,               0.007228
                     45,                 1.5589,                 1.3565,                 1.4123,                0.73153,                0.61757,                 0.6994,                0.36988,                 1.6719,                 1.5449,                 1.5935,               0.007162,               0.007162,               0.007162
                     46,                  1.557,                  1.346,                 1.4078,                0.73356,                0.62742,                0.70375,                0.37077,                 1.6627,                 1.5633,                 1.5825,               0.007096,               0.007096,               0.007096
                     47,                 1.5483,                 1.3327,                 1.4044,                0.71724,                 0.6314,                0.69792,                0.36722,                 1.6681,                 1.5685,                 1.5883,                0.00703,                0.00703,                0.00703
                     48,                 1.5445,                 1.3257,                 1.3954,                0.73238,                0.63374,                0.70506,                0.37427,                  1.672,                 1.5369,                 1.5883,               0.006964,               0.006964,               0.006964
                     49,                 1.5441,                 1.3299,                 1.4018,                0.72397,                0.62705,                0.70312,                 0.3716,                 1.6594,                   1.58,                 1.5828,               0.006898,               0.006898,               0.006898
                     50,                  1.535,                 1.3138,                 1.3905,                 0.7409,                0.62502,                0.70573,                0.37606,                 1.6738,                 1.5038,                 1.5804,               0.006832,               0.006832,               0.006832
                     51,                 1.5331,                 1.3039,                 1.3857,                0.74287,                0.62738,                0.70937,                0.37968,                 1.6663,                 1.5111,                 1.5744,               0.006766,               0.006766,               0.006766
                     52,                 1.5315,                 1.3114,                 1.3871,                0.71781,                0.63411,                0.70039,                0.37075,                 1.6647,                 1.5184,                 1.5743,                 0.0067,                 0.0067,                 0.0067
                     53,                  1.542,                 1.3059,                 1.3918,                0.74369,                0.63449,                0.70953,                0.37498,                  1.655,                 1.5273,                  1.575,               0.006634,               0.006634,               0.006634
                     54,                 1.5318,                 1.3083,                 1.3917,                  0.741,                0.62506,                0.70938,                0.37638,                 1.6635,                 1.5116,                 1.5854,               0.006568,               0.006568,               0.006568
                     55,                 1.5183,                 1.2885,                 1.3791,                0.72755,                0.63551,                0.70764,                0.38006,                 1.6488,                 1.4962,                 1.5631,               0.006502,               0.006502,               0.006502
                     56,                 1.5233,                 1.2931,                 1.3797,                0.73814,                0.63377,                0.71251,                0.38091,                 1.6378,                 1.5028,                 1.5576,               0.006436,               0.006436,               0.006436
                     57,                 1.5217,                 1.2879,                 1.3835,                0.74652,                0.62234,                0.71207,                0.38124,                  1.653,                 1.4966,                 1.5656,                0.00637,                0.00637,                0.00637
                     58,                 1.5212,                 1.2807,                 1.3783,                0.72046,                 0.6381,                0.70962,                0.37754,                 1.6487,                 1.5286,                 1.5615,               0.006304,               0.006304,               0.006304
                     59,                 1.5091,                 1.2718,                 1.3702,                 0.7322,                 0.6322,                0.71317,                0.38144,                 1.6474,                 1.4942,                 1.5577,               0.006238,               0.006238,               0.006238
                     60,                 1.5152,                 1.2832,                   1.38,                0.74027,                0.63466,                0.71561,                0.38345,                 1.6414,                 1.4725,                 1.5641,               0.006172,               0.006172,               0.006172
                     61,                 1.5115,                 1.2747,                 1.3777,                0.72965,                0.63611,                0.71345,                0.38171,                 1.6431,                 1.5047,                 1.5583,               0.006106,               0.006106,               0.006106
                     62,                 1.4971,                 1.2634,                 1.3675,                0.73396,                0.63533,                0.71308,                0.38362,                 1.6371,                 1.4838,                  1.556,                0.00604,                0.00604,                0.00604
                     63,                  1.506,                 1.2638,                 1.3666,                0.73596,                0.62867,                0.71334,                 0.3851,                 1.6474,                 1.4684,                 1.5628,               0.005974,               0.005974,               0.005974
                     64,                 1.4941,                 1.2521,                 1.3618,                0.76165,                0.63228,                0.71822,                0.38307,                 1.6397,                 1.4853,                 1.5556,               0.005908,               0.005908,               0.005908
                     65,                 1.4986,                 1.2513,                 1.3562,                0.74685,                0.63281,                0.71878,                0.38374,                 1.6392,                 1.4771,                 1.5525,               0.005842,               0.005842,               0.005842
                     66,                 1.4976,                 1.2542,                 1.3709,                 0.7303,                0.63957,                0.71737,                0.38551,                 1.6311,                 1.4772,                 1.5458,               0.005776,               0.005776,               0.005776
                     67,                 1.4931,                 1.2555,                 1.3642,                0.73252,                0.64695,                0.72272,                0.38758,                 1.6318,                 1.4584,                 1.5495,                0.00571,                0.00571,                0.00571
                     68,                 1.4898,                 1.2443,                  1.357,                0.73771,                0.63805,                0.71977,                0.39284,                  1.622,                 1.4495,                 1.5392,               0.005644,               0.005644,               0.005644
                     69,                 1.4841,                 1.2289,                 1.3533,                0.73419,                 0.6445,                0.72057,                0.38831,                 1.6276,                 1.4717,                 1.5417,               0.005578,               0.005578,               0.005578
                     70,                 1.4851,                 1.2361,                 1.3549,                0.73736,                0.63966,                0.71838,                0.38797,                 1.6284,                 1.4632,                 1.5604,               0.005512,               0.005512,               0.005512
                     71,                 1.4864,                 1.2435,                 1.3585,                0.72639,                0.64808,                 0.7234,                0.38935,                 1.6251,                 1.4604,                 1.5457,               0.005446,               0.005446,               0.005446
                     72,                 1.4929,                 1.2351,                  1.361,                0.75243,                0.64177,                0.72841,                0.39489,                 1.6208,                 1.4341,                 1.5387,                0.00538,                0.00538,                0.00538
                     73,                 1.4762,                 1.2144,                   1.35,                0.74298,                0.63552,                0.71968,                0.38893,                 1.6221,                  1.454,                 1.5447,               0.005314,               0.005314,               0.005314
                     74,                 1.4749,                 1.2255,                 1.3487,                0.74731,                0.64307,                0.72395,                 0.3932,                 1.6292,                 1.4549,                   1.54,               0.005248,               0.005248,               0.005248
                     75,                 1.4695,                 1.2116,                 1.3438,                0.74021,                0.64692,                0.72736,                0.39436,                 1.6261,                 1.4391,                 1.5459,               0.005182,               0.005182,               0.005182
                     76,                 1.4704,                 1.2167,                 1.3455,                0.75253,                0.63395,                 0.7233,                0.39191,                 1.6248,                 1.4438,                 1.5433,               0.005116,               0.005116,               0.005116
                     77,                 1.4712,                 1.2124,                 1.3451,                0.75066,                0.64054,                0.72722,                0.39466,                 1.6228,                 1.4447,                 1.5445,                0.00505,                0.00505,                0.00505
                     78,                 1.4647,                 1.2005,                 1.3432,                0.74192,                0.65419,                0.73068,                0.39544,                 1.6177,                 1.4387,                  1.539,               0.004984,               0.004984,               0.004984
                     79,                 1.4575,                 1.1924,                 1.3372,                0.73128,                0.65916,                 0.7305,                0.39473,                  1.616,                 1.4279,                 1.5306,               0.004918,               0.004918,               0.004918
                     80,                 1.4548,                 1.1999,                 1.3376,                0.74788,                0.64782,                0.73138,                0.39853,                 1.6139,                 1.4162,                 1.5387,               0.004852,               0.004852,               0.004852
                     81,                 1.4623,                 1.1882,                 1.3372,                 0.7521,                0.64791,                0.73178,                0.40041,                 1.6144,                 1.4122,                 1.5292,               0.004786,               0.004786,               0.004786
                     82,                 1.4591,                 1.1986,                 1.3403,                0.75273,                0.64825,                0.73346,                 0.4015,                 1.6173,                 1.4131,                 1.5335,                0.00472,                0.00472,                0.00472
                     83,                 1.4518,                 1.1821,                 1.3318,                 0.7533,                0.64839,                0.73249,                0.39906,                 1.6228,                 1.4096,                 1.5293,               0.004654,               0.004654,               0.004654
                     84,                   1.46,                 1.1952,                 1.3343,                 0.7529,                0.64885,                0.73242,                0.40071,                 1.6165,                 1.4124,                 1.5333,               0.004588,               0.004588,               0.004588
                     85,                 1.4508,                 1.1895,                   1.33,                0.74375,                0.65113,                0.73015,                0.39862,                 1.6162,                 1.4158,                 1.5299,               0.004522,               0.004522,               0.004522
                     86,                 1.4445,                 1.1702,                 1.3243,                0.74064,                0.65609,                0.73151,                0.39578,                 1.6165,                 1.4046,                 1.5282,               0.004456,               0.004456,               0.004456
                     87,                 1.4446,                  1.179,                 1.3312,                0.74762,                 0.6475,                0.73212,                 0.3982,                 1.6156,                 1.3994,                 1.5325,                0.00439,                0.00439,                0.00439
                     88,                 1.4433,                 1.1788,                 1.3254,                 0.7579,                0.64498,                 0.7334,                0.39648,                 1.6239,                 1.4177,                 1.5357,               0.004324,               0.004324,               0.004324
                     89,                  1.444,                 1.1781,                 1.3282,                0.74401,                0.65258,                0.73035,                0.39788,                 1.6229,                 1.4101,                 1.5372,               0.004258,               0.004258,               0.004258
                     90,                 1.4369,                 1.1737,                 1.3227,                0.73375,                0.65611,                0.72906,                0.39784,                 1.6136,                 1.3996,                 1.5342,               0.004192,               0.004192,               0.004192
                     91,                 1.4312,                  1.167,                  1.318,                0.76148,                0.65049,                0.73449,                0.40099,                 1.6033,                 1.3995,                 1.5232,               0.004126,               0.004126,               0.004126
                     92,                 1.4343,                 1.1679,                 1.3205,                0.74477,                0.65312,                0.73197,                 0.3998,                   1.61,                 1.3915,                 1.5254,                0.00406,                0.00406,                0.00406
                     93,                 1.4331,                 1.1513,                 1.3211,                0.75976,                0.64935,                 0.7381,                0.40279,                 1.6108,                  1.392,                 1.5277,               0.003994,               0.003994,               0.003994
                     94,                 1.4227,                  1.157,                 1.3154,                0.76387,                0.64793,                0.73737,                0.39984,                 1.6158,                 1.4111,                 1.5386,               0.003928,               0.003928,               0.003928
                     95,                 1.4174,                 1.1569,                 1.3195,                0.74214,                0.65721,                0.73339,                0.39909,                 1.6141,                 1.4074,                 1.5385,               0.003862,               0.003862,               0.003862
                     96,                 1.4258,                  1.157,                 1.3137,                 0.7343,                0.66345,                0.73333,                0.40111,                 1.6149,                    1.4,                 1.5365,               0.003796,               0.003796,               0.003796
                     97,                 1.4239,                 1.1565,                 1.3202,                0.74974,                0.65677,                0.73593,                0.40198,                 1.6096,                 1.4018,                 1.5337,                0.00373,                0.00373,                0.00373
                     98,                 1.4103,                 1.1341,                 1.3086,                0.76187,                0.65353,                0.73767,                0.40223,                 1.6127,                 1.3924,                 1.5393,               0.003664,               0.003664,               0.003664
                     99,                 1.4088,                 1.1405,                 1.3106,                0.75938,                0.65064,                0.73467,                0.40216,                 1.6051,                  1.387,                 1.5336,               0.003598,               0.003598,               0.003598
                    100,                 1.4165,                 1.1456,                 1.3159,                0.74267,                0.65719,                0.73641,                0.40222,                 1.6108,                  1.386,                 1.5343,               0.003532,               0.003532,               0.003532
                    101,                 1.4095,                  1.129,                  1.307,                0.75557,                0.65195,                0.73776,                0.40459,                 1.6083,                 1.3908,                 1.5339,               0.003466,               0.003466,               0.003466
                    102,                 1.4194,                 1.1373,                 1.3111,                 0.7548,                0.66264,                0.73558,                 0.4035,                 1.6125,                 1.3822,                 1.5379,                 0.0034,                 0.0034,                 0.0034
                    103,                 1.3989,                 1.1273,                 1.3084,                0.76014,                0.65334,                0.73926,                0.40365,                 1.6144,                 1.3714,                 1.5308,               0.003334,               0.003334,               0.003334
                    104,                 1.4005,                 1.1124,                 1.2987,                0.74023,                0.66584,                0.73842,                0.40351,                 1.6115,                 1.3791,                 1.5301,               0.003268,               0.003268,               0.003268
                    105,                 1.4081,                  1.126,                 1.3023,                0.74547,                0.66006,                 0.7384,                0.40245,                 1.6174,                 1.3644,                 1.5304,               0.003202,               0.003202,               0.003202
                    106,                 1.4068,                  1.125,                 1.3052,                 0.7445,                0.66402,                0.73928,                0.40259,                 1.6167,                 1.3702,                 1.5314,               0.003136,               0.003136,               0.003136
                    107,                 1.3971,                 1.1186,                 1.2968,                  0.756,                0.65033,                0.73791,                0.40568,                 1.6157,                 1.3714,                 1.5277,                0.00307,                0.00307,                0.00307
                    108,                 1.3983,                 1.1015,                 1.2972,                0.75096,                0.66098,                0.73724,                0.40513,                 1.6155,                 1.3743,                 1.5352,               0.003004,               0.003004,               0.003004
                    109,                 1.3963,                 1.1037,                 1.2972,                0.76843,                0.64675,                0.73868,                0.40541,                 1.6189,                 1.3753,                 1.5333,               0.002938,               0.002938,               0.002938
                    110,                 1.3951,                 1.1036,                 1.2926,                0.76142,                0.64756,                0.73854,                0.40542,                 1.6146,                 1.3696,                 1.5289,               0.002872,               0.002872,               0.002872
                    111,                 1.3846,                 1.0953,                 1.2888,                0.76046,                0.65725,                0.74118,                0.40582,                 1.6138,                 1.3712,                 1.5291,               0.002806,               0.002806,               0.002806
                    112,                  1.384,                 1.0973,                 1.2868,                0.75437,                0.65488,                0.73812,                0.40589,                 1.6149,                 1.3677,                 1.5351,                0.00274,                0.00274,                0.00274
                    113,                  1.388,                 1.0975,                 1.2952,                0.75742,                0.65407,                0.73945,                0.40693,                 1.6129,                 1.3667,                 1.5335,               0.002674,               0.002674,               0.002674
                    114,                 1.3839,                 1.1011,                  1.294,                0.76657,                0.65068,                 0.7415,                0.40697,                 1.6124,                 1.3604,                  1.534,               0.002608,               0.002608,               0.002608
                    115,                 1.3872,                 1.0899,                 1.2893,                0.74784,                0.66499,                0.74109,                0.40721,                 1.6104,                 1.3608,                  1.532,               0.002542,               0.002542,               0.002542
                    116,                 1.3814,                 1.0906,                 1.2844,                0.76605,                0.65348,                0.74197,                0.40594,                 1.6159,                 1.3594,                 1.5323,               0.002476,               0.002476,               0.002476
                    117,                  1.372,                 1.0742,                 1.2765,                0.75563,                0.66298,                0.74199,                0.40612,                 1.6136,                 1.3582,                 1.5339,                0.00241,                0.00241,                0.00241
                    118,                 1.3759,                 1.0801,                 1.2828,                0.76245,                0.65487,                0.74082,                0.40598,                 1.6136,                  1.361,                 1.5348,               0.002344,               0.002344,               0.002344
                    119,                 1.3725,                 1.0748,                 1.2793,                0.74828,                0.66936,                0.74142,                0.40553,                 1.6165,                  1.359,                 1.5347,               0.002278,               0.002278,               0.002278
                    120,                 1.3648,                 1.0807,                  1.281,                0.75229,                0.66339,                0.74064,                0.40621,                  1.615,                 1.3562,                 1.5335,               0.002212,               0.002212,               0.002212
                    121,                 1.3795,                  1.082,                 1.2886,                0.75473,                0.66096,                 0.7409,                0.40611,                 1.6191,                  1.355,                 1.5348,               0.002146,               0.002146,               0.002146
                    122,                 1.3721,                 1.0817,                  1.285,                 0.7581,                0.66002,                0.73978,                0.40635,                 1.6193,                 1.3615,                 1.5375,                0.00208,                0.00208,                0.00208
                    123,                 1.3616,                 1.0781,                 1.2824,                0.75967,                0.65848,                0.74094,                0.40513,                  1.619,                 1.3562,                 1.5377,               0.002014,               0.002014,               0.002014
                    124,                 1.3608,                 1.0684,                 1.2723,                0.75715,                0.66249,                  0.743,                0.40558,                 1.6179,                  1.354,                 1.5391,               0.001948,               0.001948,               0.001948
                    125,                 1.3613,                 1.0656,                 1.2799,                0.75199,                0.67215,                0.74407,                0.40695,                 1.6169,                 1.3509,                 1.5382,               0.001882,               0.001882,               0.001882
                    126,                 1.3671,                 1.0667,                 1.2787,                0.75285,                0.66668,                0.74141,                0.40537,                 1.6218,                 1.3545,                 1.5403,               0.001816,               0.001816,               0.001816
                    127,                 1.3559,                 1.0466,                 1.2683,                0.74863,                 0.6707,                0.74281,                 0.4057,                 1.6256,                 1.3509,                 1.5418,                0.00175,                0.00175,                0.00175
                    128,                 1.3526,                 1.0525,                 1.2703,                0.75538,                0.66747,                0.74413,                0.40567,                 1.6279,                 1.3493,                 1.5431,               0.001684,               0.001684,               0.001684
                    129,                 1.3459,                 1.0495,                 1.2644,                0.75277,                0.67199,                0.74338,                0.40505,                 1.6292,                 1.3527,                  1.544,               0.001618,               0.001618,               0.001618
                    130,                   1.35,                 1.0473,                 1.2701,                0.75578,                0.67246,                0.74354,                0.40625,                 1.6283,                 1.3499,                 1.5425,               0.001552,               0.001552,               0.001552
                    131,                 1.3494,                 1.0397,                 1.2672,                0.75567,                0.67101,                0.74229,                0.40559,                  1.628,                 1.3492,                 1.5429,               0.001486,               0.001486,               0.001486
                    132,                 1.3484,                 1.0483,                 1.2669,                0.75152,                0.67398,                 0.7438,                0.40627,                 1.6272,                   1.35,                  1.541,                0.00142,                0.00142,                0.00142
                    133,                 1.3472,                 1.0424,                 1.2661,                0.75586,                0.66644,                0.74303,                0.40731,                 1.6255,                 1.3537,                 1.5398,               0.001354,               0.001354,               0.001354
                    134,                 1.3496,                 1.0381,                 1.2629,                0.76312,                0.66183,                0.74201,                0.40719,                 1.6255,                   1.35,                 1.5412,               0.001288,               0.001288,               0.001288
                    135,                 1.3387,                 1.0315,                 1.2634,                0.75712,                0.66998,                 0.7419,                0.40782,                 1.6244,                 1.3458,                 1.5419,               0.001222,               0.001222,               0.001222
                    136,                  1.345,                 1.0337,                  1.262,                0.75733,                0.67014,                0.74207,                0.40803,                 1.6244,                 1.3435,                 1.5428,               0.001156,               0.001156,               0.001156
                    137,                 1.3385,                 1.0395,                 1.2632,                0.76005,                0.67002,                0.74279,                0.40916,                 1.6224,                 1.3437,                  1.541,                0.00109,                0.00109,                0.00109
                    138,                 1.3414,                 1.0242,                 1.2638,                0.75845,                0.66982,                0.74326,                0.40851,                  1.623,                 1.3431,                 1.5418,               0.001024,               0.001024,               0.001024
                    139,                 1.3416,                 1.0398,                 1.2599,                0.75803,                0.67361,                0.74403,                0.40835,                 1.6234,                 1.3434,                 1.5424,               0.000958,               0.000958,               0.000958
                    140,                 1.3295,                 1.0176,                 1.2487,                0.76271,                0.66934,                 0.7449,                0.40813,                 1.6246,                 1.3432,                 1.5411,               0.000892,               0.000892,               0.000892
                    141,                 1.3637,                 1.0109,                 1.2674,                0.76186,                0.66726,                0.74331,                0.40753,                 1.6256,                 1.3467,                 1.5426,               0.000826,               0.000826,               0.000826
                    142,                 1.3536,                 1.0024,                 1.2665,                0.76011,                0.66335,                 0.7423,                0.40814,                 1.6233,                 1.3436,                 1.5417,                0.00076,                0.00076,                0.00076
                    143,                 1.3521,                0.99344,                 1.2647,                   0.76,                0.66672,                0.74373,                0.40965,                 1.6234,                 1.3397,                 1.5419,               0.000694,               0.000694,               0.000694
                    144,                 1.3439,                0.99158,                 1.2663,                0.75877,                0.66557,                0.74311,                0.41016,                 1.6236,                 1.3362,                  1.543,               0.000628,               0.000628,               0.000628
                    145,                 1.3392,                0.97767,                 1.2558,                0.75687,                0.67005,                0.74529,                0.41163,                 1.6233,                 1.3351,                 1.5438,               0.000562,               0.000562,               0.000562
                    146,                 1.3388,                0.98386,                 1.2568,                0.75722,                0.66978,                 0.7449,                 0.4106,                 1.6251,                 1.3328,                 1.5451,               0.000496,               0.000496,               0.000496
                    147,                 1.3303,                0.97129,                 1.2509,                 0.7508,                0.67308,                0.74562,                0.41044,                 1.6263,                 1.3309,                 1.5463,                0.00043,                0.00043,                0.00043
                    148,                 1.3313,                 0.9673,                 1.2508,                0.75091,                0.67291,                0.74497,                0.41023,                 1.6282,                 1.3298,                 1.5484,               0.000364,               0.000364,               0.000364
                    149,                 1.3197,                0.96073,                 1.2428,                0.75157,                0.67134,                0.74336,                0.41028,                 1.6286,                 1.3291,                 1.5496,               0.000298,               0.000298,               0.000298
                    150,                 1.3192,                0.95839,                 1.2448,                0.74972,                0.67703,                  0.743,                0.40994,                 1.6287,                 1.3287,                 1.5502,               0.000232,               0.000232,               0.000232
