                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3085,                 1.0131,                 1.3274,                0.77402,                0.64736,                0.74513,                0.40201,                 1.6265,                 1.3409,                 1.6273,               0.070038,              0.0033291,              0.0033291
                      2,                 1.3526,                 1.0635,                 1.3551,                0.76133,                0.65465,                0.73392,                0.39722,                 1.6164,                 1.3642,                 1.6325,               0.039972,              0.0065965,              0.0065965
                      3,                 1.3852,                 1.1162,                 1.3803,                0.75991,                 0.6314,                 0.7221,                0.38209,                  1.647,                 1.4289,                 1.6485,              0.0098402,              0.0097978,              0.0097978
                      4,                  1.441,                  1.162,                 1.4101,                0.75113,                0.63131,                0.71483,                0.38293,                 1.6171,                  1.469,                 1.6379,               0.009703,               0.009703,               0.009703
                      5,                  1.443,                  1.172,                 1.4164,                0.74863,                0.62447,                0.71171,                0.37606,                 1.6419,                 1.4948,                  1.645,               0.009703,               0.009703,               0.009703
                      6,                 1.4446,                 1.1784,                 1.4238,                0.72578,                 0.6415,                0.70925,                0.37374,                 1.6697,                  1.464,                 1.6655,               0.009604,               0.009604,               0.009604
                      7,                 1.4418,                 1.1785,                 1.4164,                0.75073,                0.62421,                0.71458,                0.37873,                 1.6337,                 1.4631,                 1.6378,               0.009505,               0.009505,               0.009505
                      8,                 1.4442,                 1.1784,                 1.4147,                0.74719,                0.62549,                0.70599,                0.37702,                 1.6285,                 1.5281,                 1.6472,               0.009406,               0.009406,               0.009406
                      9,                 1.4397,                 1.1659,                 1.4134,                0.72917,                0.64296,                0.71397,                0.37705,                 1.6385,                   1.44,                 1.6356,               0.009307,               0.009307,               0.009307
                     10,                 1.4398,                 1.1788,                 1.4114,                 0.7446,                0.63213,                0.71988,                0.37849,                 1.6477,                 1.4361,                 1.6395,               0.009208,               0.009208,               0.009208
                     11,                 1.4336,                 1.1613,                 1.4105,                0.74196,                0.62574,                0.71124,                0.37259,                 1.6453,                 1.4806,                 1.6532,               0.009109,               0.009109,               0.009109
                     12,                 1.4316,                  1.166,                 1.3997,                0.74559,                0.63212,                0.72126,                0.38552,                 1.6343,                 1.4417,                 1.6476,                0.00901,                0.00901,                0.00901
                     13,                 1.4355,                 1.1685,                 1.4084,                0.74995,                0.63953,                0.72562,                0.38407,                 1.6336,                 1.4472,                 1.6266,               0.008911,               0.008911,               0.008911
                     14,                 1.4381,                 1.1729,                 1.4162,                 0.7429,                0.64199,                 0.7229,                0.38292,                 1.6445,                 1.4429,                  1.644,               0.008812,               0.008812,               0.008812
                     15,                 1.4242,                 1.1481,                 1.3986,                0.75167,                0.64166,                0.72369,                 0.3875,                 1.6362,                 1.4457,                 1.6382,               0.008713,               0.008713,               0.008713
                     16,                 1.4217,                 1.1401,                 1.4014,                0.73944,                0.63906,                0.71471,                0.37647,                  1.636,                  1.433,                 1.6509,               0.008614,               0.008614,               0.008614
                     17,                 1.4112,                 1.1376,                 1.3913,                0.75856,                0.62437,                0.71631,                0.38586,                 1.6166,                 1.4514,                 1.6317,               0.008515,               0.008515,               0.008515
                     18,                 1.4206,                  1.148,                 1.3973,                0.75592,                 0.6345,                0.72635,                0.38654,                 1.6382,                 1.4081,                 1.6326,               0.008416,               0.008416,               0.008416
                     19,                 1.4145,                 1.1312,                 1.3916,                0.75232,                0.63556,                0.72289,                0.38246,                 1.6337,                 1.4413,                 1.6287,               0.008317,               0.008317,               0.008317
                     20,                 1.4164,                 1.1493,                 1.4018,                0.75048,                0.64119,                0.71851,                0.38026,                 1.6404,                 1.4383,                 1.6483,               0.008218,               0.008218,               0.008218
                     21,                 1.4078,                 1.1377,                 1.3901,                 0.7624,                0.63961,                0.72626,                0.38907,                 1.6359,                  1.414,                 1.6343,               0.008119,               0.008119,               0.008119
                     22,                 1.4099,                 1.1292,                 1.3907,                0.75286,                0.62802,                0.71918,                0.38943,                 1.6038,                 1.4282,                 1.6181,                0.00802,                0.00802,                0.00802
                     23,                 1.4044,                 1.1201,                  1.387,                0.75656,                0.62205,                0.71971,                0.38542,                  1.624,                 1.4356,                 1.6259,               0.007921,               0.007921,               0.007921
                     24,                 1.4009,                 1.1238,                  1.379,                0.76549,                0.63242,                0.72393,                0.38883,                 1.6305,                 1.4837,                 1.6385,               0.007822,               0.007822,               0.007822
                     25,                 1.3943,                 1.1218,                  1.378,                0.74168,                0.64313,                0.72232,                 0.3895,                  1.605,                 1.3968,                 1.6158,               0.007723,               0.007723,               0.007723
                     26,                 1.4025,                 1.1295,                  1.381,                0.75509,                0.64898,                0.72676,                0.38619,                 1.6231,                 1.3972,                 1.6209,               0.007624,               0.007624,               0.007624
                     27,                 1.3956,                 1.1186,                 1.3825,                0.76029,                0.63683,                 0.7202,                0.38702,                 1.6277,                 1.3815,                 1.6344,               0.007525,               0.007525,               0.007525
                     28,                 1.3942,                 1.0991,                 1.3721,                0.74344,                0.65237,                0.72523,                0.38792,                 1.6379,                 1.3828,                 1.6371,               0.007426,               0.007426,               0.007426
                     29,                 1.3885,                    1.1,                 1.3746,                0.74906,                0.64906,                0.72408,                0.38542,                 1.6307,                 1.4026,                 1.6288,               0.007327,               0.007327,               0.007327
                     30,                 1.3898,                 1.1046,                  1.374,                0.75497,                0.64108,                0.72886,                0.39216,                 1.6346,                 1.3785,                 1.6319,               0.007228,               0.007228,               0.007228
                     31,                 1.3888,                 1.1023,                 1.3739,                0.76323,                0.63432,                0.72445,                0.38955,                 1.6223,                 1.3911,                 1.6264,               0.007129,               0.007129,               0.007129
                     32,                  1.376,                 1.0938,                 1.3713,                 0.7743,                0.64133,                 0.7371,                0.39599,                 1.6136,                 1.3798,                 1.6247,                0.00703,                0.00703,                0.00703
                     33,                 1.3844,                  1.102,                 1.3731,                 0.7573,                0.63957,                0.73013,                0.38866,                 1.6216,                 1.3813,                 1.6059,               0.006931,               0.006931,               0.006931
                     34,                 1.3777,                 1.0873,                 1.3619,                0.75896,                0.64345,                0.73394,                0.39524,                 1.6202,                 1.3797,                 1.6213,               0.006832,               0.006832,               0.006832
                     35,                 1.3747,                  1.096,                 1.3641,                0.73189,                 0.6646,                0.73399,                 0.3991,                 1.6158,                 1.3542,                 1.6259,               0.006733,               0.006733,               0.006733
                     36,                 1.3742,                 1.0908,                  1.363,                0.75371,                0.65171,                0.73401,                0.39749,                  1.615,                 1.3568,                 1.6248,               0.006634,               0.006634,               0.006634
                     37,                 1.3675,                 1.0921,                 1.3596,                0.75333,                0.65115,                0.73325,                0.39883,                 1.6015,                 1.3532,                 1.6033,               0.006535,               0.006535,               0.006535
                     38,                 1.3634,                 1.0781,                 1.3615,                0.76197,                0.64358,                0.73044,                0.39717,                 1.6079,                 1.3506,                 1.6096,               0.006436,               0.006436,               0.006436
                     39,                 1.3613,                 1.0633,                 1.3533,                0.76974,                0.64247,                0.73494,                0.39719,                 1.6154,                 1.3823,                 1.6226,               0.006337,               0.006337,               0.006337
                     40,                 1.3698,                 1.0812,                 1.3665,                0.76073,                0.65111,                0.73975,                0.39649,                 1.6227,                 1.3624,                 1.6228,               0.006238,               0.006238,               0.006238
                     41,                 1.3695,                 1.0711,                 1.3558,                 0.7543,                0.65561,                0.73788,                0.40096,                 1.6052,                 1.3581,                 1.6073,               0.006139,               0.006139,               0.006139
                     42,                 1.3612,                 1.0679,                 1.3506,                0.76289,                0.64368,                0.73305,                0.39875,                 1.6179,                 1.3409,                 1.6086,                0.00604,                0.00604,                0.00604
                     43,                  1.356,                 1.0632,                   1.35,                0.79443,                 0.6349,                0.73408,                0.39756,                 1.6263,                 1.3373,                 1.6266,               0.005941,               0.005941,               0.005941
                     44,                 1.3572,                 1.0603,                 1.3481,                0.76314,                0.65267,                0.73736,                0.40019,                 1.6118,                 1.3516,                  1.608,               0.005842,               0.005842,               0.005842
                     45,                 1.3562,                 1.0625,                 1.3509,                0.75666,                0.66101,                0.73732,                0.40101,                 1.6154,                 1.3337,                 1.6132,               0.005743,               0.005743,               0.005743
                     46,                 1.3483,                 1.0482,                 1.3437,                0.76745,                0.65608,                0.73993,                0.40162,                 1.6053,                 1.3523,                 1.6163,               0.005644,               0.005644,               0.005644
                     47,                 1.3462,                  1.046,                 1.3409,                0.75811,                0.65476,                0.73707,                0.39946,                 1.6214,                 1.3541,                 1.6135,               0.005545,               0.005545,               0.005545
