                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7726,                   2.43,                  1.546,                0.45229,                0.40151,                0.36224,                0.17648,                 1.6639,                      2,                 1.5291,                 0.0702,              0.0033111,              0.0033111
                      2,                 1.6361,                 1.7359,                 1.4208,                0.50504,                0.43906,                 0.4317,                0.20532,                 1.7162,                 1.7729,                 1.5242,               0.040167,              0.0066116,              0.0066116
                      3,                 1.6778,                 1.6522,                  1.406,                0.48805,                0.49472,                0.44889,                0.20666,                   1.67,                 1.8947,                 1.4062,               0.010101,               0.009879,               0.009879
                      4,                 1.6783,                 1.5905,                 1.3855,                0.56113,                0.51774,                0.53933,                0.27683,                 1.5822,                 1.5867,                 1.3693,              0.0098515,              0.0098515,              0.0098515
                      5,                 1.6335,                 1.5353,                 1.3584,                0.57806,                0.49717,                0.52965,                0.26519,                  1.594,                 1.5865,                 1.3684,              0.0098515,              0.0098515,              0.0098515
                      6,                 1.6057,                 1.4878,                 1.3575,                0.58015,                0.53321,                0.55583,                0.28179,                 1.6014,                 1.5627,                 1.3837,               0.009802,               0.009802,               0.009802
                      7,                 1.6131,                 1.4615,                 1.3615,                0.59841,                0.56287,                0.60063,                0.31873,                 1.5511,                 1.4536,                 1.3513,              0.0097525,              0.0097525,              0.0097525
                      8,                 1.5923,                 1.4238,                 1.3409,                0.59035,                0.54566,                0.57307,                 0.3005,                 1.5849,                  1.513,                 1.3612,               0.009703,               0.009703,               0.009703
                      9,                 1.5909,                 1.4268,                 1.3424,                0.60983,                0.57604,                0.60599,                0.31473,                 1.5569,                 1.4415,                 1.3451,              0.0096535,              0.0096535,              0.0096535
                     10,                 1.5829,                 1.3863,                 1.3339,                0.62858,                0.57509,                0.61802,                0.32681,                 1.5679,                 1.4325,                 1.3474,               0.009604,               0.009604,               0.009604
                     11,                 1.5553,                 1.3875,                 1.3251,                 0.6584,                0.56755,                0.63618,                0.33949,                 1.5284,                 1.4089,                 1.3219,              0.0095545,              0.0095545,              0.0095545
                     12,                 1.5539,                 1.3505,                 1.3251,                0.60621,                0.57679,                 0.6171,                0.33272,                 1.5225,                 1.3799,                 1.3202,               0.009505,               0.009505,               0.009505
                     13,                 1.5425,                  1.336,                 1.3232,                0.60572,                0.57679,                0.61335,                0.31088,                 1.5652,                 1.5018,                 1.3415,              0.0094555,              0.0094555,              0.0094555
                     14,                 1.5402,                 1.3056,                 1.3193,                0.64613,                0.61116,                0.66523,                 0.3645,                 1.5088,                 1.2592,                 1.3238,               0.009406,               0.009406,               0.009406
                     15,                 1.5209,                 1.2831,                 1.3016,                0.62109,                0.58283,                0.62086,                0.33007,                  1.551,                 1.4355,                 1.3321,              0.0093565,              0.0093565,              0.0093565
                     16,                 1.5196,                 1.2488,                 1.3016,                0.67148,                0.60887,                0.65884,                0.35602,                 1.5168,                 1.2966,                 1.3304,               0.009307,               0.009307,               0.009307
                     17,                 1.5116,                 1.2561,                 1.3059,                0.66381,                0.61566,                0.67407,                0.36196,                 1.5129,                 1.2976,                 1.3333,              0.0092575,              0.0092575,              0.0092575
                     18,                 1.5163,                 1.2466,                  1.301,                0.62915,                0.62358,                0.65864,                0.35486,                 1.5126,                 1.3344,                 1.3166,               0.009208,               0.009208,               0.009208
                     19,                  1.495,                 1.2275,                 1.2813,                0.67871,                0.61472,                0.67266,                0.36456,                 1.5032,                 1.2462,                 1.3067,              0.0091585,              0.0091585,              0.0091585
                     20,                 1.4928,                  1.216,                 1.2953,                 0.6858,                0.59943,                0.67187,                0.36434,                 1.4924,                 1.2829,                 1.3107,               0.009109,               0.009109,               0.009109
                     21,                 1.4871,                 1.2031,                 1.2748,                0.67402,                0.63887,                0.69038,                0.38125,                 1.4715,                 1.2258,                 1.2934,              0.0090595,              0.0090595,              0.0090595
                     22,                 1.4822,                 1.1888,                 1.2785,                0.68705,                0.62792,                0.69213,                0.38106,                 1.4599,                 1.2237,                 1.3005,                0.00901,                0.00901,                0.00901
                     23,                 1.4893,                 1.1942,                 1.2872,                0.66542,                0.60434,                0.66732,                0.36668,                 1.4872,                 1.2644,                 1.3036,              0.0089605,              0.0089605,              0.0089605
                     24,                 1.4804,                 1.1906,                 1.2752,                0.68626,                0.62321,                0.68764,                0.38181,                 1.4532,                 1.1962,                 1.2898,               0.008911,               0.008911,               0.008911
                     25,                 1.4686,                 1.1869,                 1.2808,                0.69032,                0.64302,                0.70243,                0.39103,                 1.4476,                  1.196,                 1.2763,              0.0088615,              0.0088615,              0.0088615
                     26,                 1.4789,                 1.1728,                 1.2721,                0.65947,                0.62082,                0.67352,                0.37128,                 1.4909,                 1.2855,                 1.3065,               0.008812,               0.008812,               0.008812
                     27,                 1.4688,                 1.1597,                 1.2735,                0.69208,                0.63866,                0.69735,                0.38345,                 1.4813,                 1.2004,                 1.3055,              0.0087625,              0.0087625,              0.0087625
