                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.3195,                  4.029,                  3.743,                0.64257,                0.12959,                0.09572,                0.02852,                  2.827,                 4.0224,                 3.2246,               0.070038,              0.0033291,              0.0033291
                      2,                 2.8416,                    3.2,                  3.084,                0.16358,                 0.3035,                  0.108,                0.03668,                 2.4942,                 8.3677,                 2.8795,               0.039994,              0.0066185,              0.0066185
                      3,                  2.522,                  2.866,                 2.6951,                0.31944,                0.29551,                0.24795,                0.08937,                 2.3331,                 3.8882,                  2.637,              0.0099062,              0.0098638,              0.0098638
                      4,                 2.2917,                 2.5723,                 2.3795,                0.37723,                0.34333,                0.29275,                0.11203,                 2.1673,                 3.1831,                 2.4271,               0.009802,               0.009802,               0.009802
                      5,                 2.1242,                 2.3353,                 2.1936,                0.47562,                0.38768,                0.39254,                0.16665,                 2.0673,                 2.9059,                 2.2814,               0.009802,               0.009802,               0.009802
                      6,                 2.0315,                 2.2131,                 2.0837,                0.48551,                0.42222,                0.42264,                0.18167,                 1.9886,                 2.5807,                 2.2252,               0.009736,               0.009736,               0.009736
                      7,                 1.9671,                 2.0897,                 1.9979,                0.55454,                 0.4564,                0.46915,                0.21131,                 1.9279,                 2.2797,                 2.1258,                0.00967,                0.00967,                0.00967
                      8,                   1.92,                 2.0187,                 1.9477,                0.53715,                0.48372,                0.49289,                 0.2237,                 1.8939,                 2.5573,                  2.078,               0.009604,               0.009604,               0.009604
                      9,                 1.8824,                 1.9405,                 1.9093,                0.61864,                0.49892,                0.52821,                0.24059,                 1.8857,                 2.2266,                 2.0388,               0.009538,               0.009538,               0.009538
                     10,                 1.8546,                 1.9113,                 1.8689,                0.60958,                0.50772,                0.54717,                0.25176,                  1.863,                 2.1127,                  2.006,               0.009472,               0.009472,               0.009472
                     11,                 1.8256,                 1.8654,                 1.8483,                 0.6397,                0.49478,                0.54752,                 0.2598,                 1.8486,                 2.1539,                 1.9954,               0.009406,               0.009406,               0.009406
                     12,                 1.7974,                 1.8252,                 1.8075,                0.64077,                0.50932,                0.56356,                0.26485,                 1.8132,                 2.1316,                 1.9651,                0.00934,                0.00934,                0.00934
                     13,                 1.7804,                 1.7945,                  1.797,                0.65039,                0.53275,                0.59252,                0.28496,                 1.8101,                 2.1627,                 1.9332,               0.009274,               0.009274,               0.009274
                     14,                 1.7677,                 1.7689,                 1.7835,                0.63991,                0.53553,                0.59052,                0.28237,                 1.8119,                 2.0354,                 1.9407,               0.009208,               0.009208,               0.009208
                     15,                 1.7465,                 1.7215,                 1.7469,                0.68991,                0.53048,                0.60177,                0.29368,                 1.7908,                 2.0562,                 1.9089,               0.009142,               0.009142,               0.009142
                     16,                 1.7352,                 1.6847,                  1.737,                0.66729,                0.53622,                0.59743,                0.28945,                 1.7792,                 1.9446,                 1.8905,               0.009076,               0.009076,               0.009076
                     17,                 1.7123,                 1.6562,                 1.7157,                0.68227,                0.53469,                0.60173,                0.29954,                 1.7717,                 1.9083,                  1.884,                0.00901,                0.00901,                0.00901
                     18,                 1.7181,                 1.6528,                 1.7189,                 0.6886,                0.56475,                0.62567,                0.30671,                  1.755,                  1.844,                 1.8588,               0.008944,               0.008944,               0.008944
                     19,                 1.6983,                 1.6223,                 1.6936,                0.69356,                 0.5617,                0.63359,                0.31557,                 1.7384,                 1.9992,                 1.8484,               0.008878,               0.008878,               0.008878
                     20,                 1.6961,                 1.6251,                  1.695,                0.68163,                0.55536,                0.61599,                0.31085,                  1.775,                 2.0007,                  1.884,               0.008812,               0.008812,               0.008812
                     21,                 1.6715,                 1.5932,                 1.6704,                0.69666,                0.56711,                  0.639,                0.31682,                   1.74,                 1.9749,                   1.84,               0.008746,               0.008746,               0.008746
                     22,                 1.6676,                 1.5688,                 1.6642,                0.68614,                0.54969,                0.61698,                0.31442,                 1.7354,                 2.1535,                 1.8341,                0.00868,                0.00868,                0.00868
                     23,                 1.6565,                 1.5619,                 1.6639,                0.68873,                0.57138,                 0.6341,                0.31682,                   1.73,                 1.8512,                 1.8327,               0.008614,               0.008614,               0.008614
                     24,                 1.6509,                 1.5472,                 1.6465,                0.69606,                0.55834,                0.63102,                0.31768,                 1.7271,                 1.8687,                 1.8258,               0.008548,               0.008548,               0.008548
                     25,                 1.6445,                 1.5343,                 1.6418,                 0.6876,                0.58172,                0.64693,                0.32888,                 1.7115,                 1.8162,                  1.807,               0.008482,               0.008482,               0.008482
                     26,                 1.6403,                 1.5303,                 1.6428,                0.71574,                0.58455,                 0.6615,                0.33884,                 1.7052,                 1.7387,                 1.8004,               0.008416,               0.008416,               0.008416
