                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.5358,                 3.7013,                 3.6186,                0.08688,                0.21014,                0.04201,                0.01098,                 3.0447,                 4.0339,                  3.041,               0.070038,              0.0033291,              0.0033291
                      2,                 2.9513,                 2.8421,                 2.8196,                0.27529,                0.24463,                0.17774,                0.05609,                  2.623,                 3.2069,                 2.5581,               0.039994,              0.0066185,              0.0066185
                      3,                 2.4901,                 2.5005,                  2.397,                0.32555,                0.35625,                  0.248,                 0.0924,                 2.3383,                 3.2047,                 2.3121,              0.0099062,              0.0098638,              0.0098638
                      4,                 2.2459,                 2.2316,                 2.1205,                0.42349,                0.39535,                0.33733,                 0.1246,                 2.1512,                 2.5176,                 2.1352,               0.009802,               0.009802,               0.009802
                      5,                 2.0988,                  2.082,                 1.9771,                0.49807,                0.41549,                0.40024,                0.15917,                 2.0635,                 2.2378,                 2.0406,               0.009802,               0.009802,               0.009802
                      6,                 2.0295,                  1.984,                 1.9105,                0.55426,                0.43494,                0.46447,                0.19779,                 2.0162,                 2.1505,                 1.9894,               0.009736,               0.009736,               0.009736
                      7,                 1.9548,                 1.8789,                 1.8308,                0.58744,                0.45029,                 0.4885,                0.21316,                 1.9626,                 2.1643,                 1.9247,                0.00967,                0.00967,                0.00967
                      8,                 1.9123,                 1.8266,                 1.7887,                0.55206,                0.47139,                 0.4581,                0.20271,                 1.9693,                 2.3016,                 1.9426,               0.009604,               0.009604,               0.009604
                      9,                 1.8754,                 1.7714,                 1.7648,                0.59706,                0.48647,                0.51572,                0.22193,                 1.9326,                  2.221,                 1.8879,               0.009538,               0.009538,               0.009538
                     10,                 1.8543,                  1.739,                 1.7331,                0.64255,                0.51163,                0.56249,                0.25372,                  1.863,                 2.0805,                 1.8383,               0.009472,               0.009472,               0.009472
                     11,                  1.812,                 1.7028,                 1.7116,                0.66081,                0.50177,                 0.5636,                0.25861,                  1.865,                 1.9412,                 1.8215,               0.009406,               0.009406,               0.009406
                     12,                 1.7985,                 1.6702,                   1.68,                0.65467,                0.51509,                0.56949,                0.26149,                 1.8487,                 2.1248,                 1.8079,                0.00934,                0.00934,                0.00934
                     13,                 1.7796,                 1.6428,                 1.6649,                 0.6623,                0.53572,                0.58421,                0.26447,                 1.8369,                 1.9293,                 1.7814,               0.009274,               0.009274,               0.009274
                     14,                 1.7663,                 1.6243,                 1.6603,                0.65899,                0.53156,                0.58714,                0.26778,                 1.8244,                 1.9137,                 1.7806,               0.009208,               0.009208,               0.009208
                     15,                 1.7464,                 1.5869,                 1.6324,                0.67538,                0.53061,                0.58565,                0.27916,                 1.7964,                 1.8254,                 1.7596,               0.009142,               0.009142,               0.009142
                     16,                 1.7298,                 1.5536,                 1.6173,                0.68675,                0.52972,                 0.6024,                0.28013,                 1.7839,                 1.8191,                 1.7415,               0.009076,               0.009076,               0.009076
                     17,                  1.708,                 1.5243,                 1.6065,                0.68533,                0.53609,                 0.5979,                0.28959,                  1.784,                 1.7837,                 1.7395,                0.00901,                0.00901,                0.00901
                     18,                  1.713,                 1.5331,                 1.6075,                0.67009,                0.57725,                0.62905,                 0.3028,                 1.7708,                 1.7594,                 1.7241,               0.008944,               0.008944,               0.008944
                     19,                 1.6896,                  1.494,                 1.5809,                0.68957,                0.55947,                0.62816,                0.30177,                 1.7555,                 1.7578,                 1.7039,               0.008878,               0.008878,               0.008878
                     20,                 1.6896,                 1.5099,                 1.5877,                0.68937,                0.55744,                0.62381,                0.30032,                 1.7639,                 1.7766,                 1.7087,               0.008812,               0.008812,               0.008812
                     21,                 1.6673,                 1.4848,                 1.5654,                0.70903,                0.55566,                0.62989,                0.30023,                 1.7578,                 1.7983,                 1.7048,               0.008746,               0.008746,               0.008746
                     22,                 1.6691,                 1.4652,                 1.5636,                0.71887,                  0.561,                0.63223,                0.30942,                 1.7368,                 1.7695,                 1.6876,                0.00868,                0.00868,                0.00868
                     23,                 1.6464,                 1.4511,                 1.5477,                0.69932,                0.56876,                0.63163,                0.30485,                 1.7257,                 1.6502,                   1.68,               0.008614,               0.008614,               0.008614
                     24,                 1.6393,                 1.4444,                 1.5432,                0.69494,                0.58892,                0.63889,                 0.3132,                 1.7326,                 1.6954,                 1.6902,               0.008548,               0.008548,               0.008548
                     25,                 1.6416,                 1.4368,                 1.5432,                0.70143,                0.58078,                 0.6461,                0.31906,                 1.7279,                  1.657,                  1.668,               0.008482,               0.008482,               0.008482
                     26,                 1.6344,                 1.4383,                 1.5411,                0.69195,                0.57805,                0.64966,                0.32215,                 1.7072,                 1.6084,                 1.6595,               0.008416,               0.008416,               0.008416
                     27,                 1.6224,                 1.4141,                 1.5306,                0.70768,                0.57584,                 0.6429,                0.31649,                 1.7233,                 1.6436,                 1.6708,                0.00835,                0.00835,                0.00835
                     28,                 1.6118,                 1.3921,                 1.5115,                0.73439,                0.56493,                 0.6489,                0.32146,                 1.7022,                 1.6737,                 1.6563,               0.008284,               0.008284,               0.008284
